date,time,ticker,headline,link
2022-06-15 16:30:00,AMC,NBH,NEUBERGER BERMAN CLOSED-END MUNICIPAL FUNDS ANNOUNCE MONTHLY DISTRIBUTIONS,https://www.stockwatch.com/News/Item?bid=U-prNY90050-U:NBH-20220615&symbol=NBH&region=U&hitwords=share+per+distributions+distribution
2022-06-15 16:30:00,AMC,NBO,NEUBERGER BERMAN CLOSED-END MUNICIPAL FUNDS ANNOUNCE MONTHLY DISTRIBUTIONS,https://www.stockwatch.com/News/Item?bid=U-prNY90050-U:NBO-20220615&symbol=NBO&region=U&hitwords=distribution+distributions+per+share
2022-06-15 16:30:00,AMC,NBW,NEUBERGER BERMAN CLOSED-END MUNICIPAL FUNDS ANNOUNCE MONTHLY DISTRIBUTIONS,https://www.stockwatch.com/News/Item?bid=U-prNY90050-U:NBW-20220615&symbol=NBW&region=U&hitwords=share+per+distributions+distribution
2022-06-15 07:30:00,BMO,NFYEF,NFI Group Inc. Announces Second Quarter 2022 Dividend,https://www.stockwatch.com/News/Item?bid=U-z8571948-U:NFYEF-20220615&symbol=NFYEF&region=U&hitwords=dividend+per+share+dividends
2022-06-15 10:26:00,DAY,BRT,BRT Apartments Corp. Announces Initiation of Dividend Reinvestment Plan,https://www.stockwatch.com/News/Item?bid=U-z8572889-U:BRT-20220615&symbol=BRT&region=U&hitwords=dividends+per+share+dividend
2022-06-15 08:59:00,BMO,CMC,Commercial Metals Company Announces Quarterly Dividend of $0.14 Per Share,https://www.stockwatch.com/News/Item?bid=U-prDA89267-U:CMC-20220615&symbol=CMC&region=U&hitwords=per+share+dividend
2022-06-15 16:30:00,AMC,LFT,"Lument Finance Trust, Inc. Declares Quarterly Cash Dividends for its Common and Preferred Stock",https://www.stockwatch.com/News/Item?bid=U-prNY90550-U:LFT-20220615&symbol=LFT&region=U&hitwords=per+share+dividend+dividends
2022-06-15 08:15:00,BMO,TSE,Trinseo Announces Quarterly Dividend of $0.32 Per Share,https://www.stockwatch.com/News/Item?bid=U-b20220615005672-U:TSE-20220615&symbol=TSE&region=U&hitwords=distribution+share+per+dividend
2022-06-15 16:16:00,AMC,BMY,Bristol Myers Squibb Announces Dividend,https://www.stockwatch.com/News/Item?bid=U-b20220615006041-U:BMY-20220615&symbol=BMY&region=U&hitwords=share+dividend+per
2022-06-15 17:30:00,AMC,BXMT,Blackstone Mortgage Trust Declares $0.62 Per Share Dividend,https://www.stockwatch.com/News/Item?bid=U-b20220615006095-U:BXMT-20220615&symbol=BXMT&region=U&hitwords=dividends+dividend+share+per
2022-06-15 16:30:00,AMC,FBNC,First Bancorp Announces Cash Dividend,https://www.stockwatch.com/News/Item?bid=U-prCL90732-U:FBNC-20220615&symbol=FBNC&region=U&hitwords=per+share+dividend
2022-06-15 16:03:00,AMC,SAFE,Safehold Increases Quarterly Stock Dividend by 4.12%,https://www.stockwatch.com/News/Item?bid=U-prNY90627-U:SAFE-20220615&symbol=SAFE&region=U&hitwords=share+per+dividend+dividends
2022-06-15 06:00:00,BMO,PK,Park Hotels & Resorts Announces Second Quarter Dividend of $0.01 per Share,https://www.stockwatch.com/News/Item?bid=U-z8572370-U:PK-20220615&symbol=PK&region=U&hitwords=dividends+per+share+dividend
2022-06-15 16:15:00,AMC,LXP,LXP Industrial Trust Announces Quarterly Common Share Dividend,https://www.stockwatch.com/News/Item?bid=U-z8573067-U:LXP-20220615&symbol=LXP&region=U&hitwords=dividend+per+share+distribution
2022-06-15 16:05:00,AMC,NLCP,NewLake Capital Partners Declares Second Quarter 2022 Common Stock Dividend,https://www.stockwatch.com/News/Item?bid=U-z8573079-U:NLCP-20220615&symbol=NLCP&region=U&hitwords=share+dividends+per+dividend
2022-06-15 07:00:00,BMO,PLYM,Plymouth Industrial REIT Declares Dividend for the Second Quarter of 2022,https://www.stockwatch.com/News/Item?bid=U-b20220615005147-U:PLYM-20220615&symbol=PLYM&region=U&hitwords=dividend+per+share+distribution
2022-06-15 16:05:00,AMC,BRSP,BrightSpire Capital Announces $0.20 Per Share Dividend for Second Quarter 2022,https://www.stockwatch.com/News/Item?bid=U-b20220615005907-U:BRSP-20220615&symbol=BRSP&region=U&hitwords=per+share+dividend
2022-06-15 18:03:00,AMC,KREF,KKR Real Estate Finance Trust Inc. Declares Quarterly Dividend of $0.43 Per Share of Common Stock,https://www.stockwatch.com/News/Item?bid=U-b20220615006123-U:KREF-20220615&symbol=KREF&region=U&hitwords=share+per+dividend
2022-06-15 11:58:00,DAY,GSBC,"Great Southern Bancorp, Inc. announces 11% increase in quarterly dividend",https://www.stockwatch.com/News/Item?bid=U-z8572961-U:GSBC-20220615&symbol=GSBC&region=U&hitwords=dividend
2022-06-15 05:30:00,BMO,YNVYF,"Ynvisible Strengthens European Sales Channels, Signs Distribution Agreement With Computer Controls AG",https://www.stockwatch.com/News/Item?bid=U-b20220615005187-U:YNVYF-20220615&symbol=YNVYF&region=U&hitwords=distribution+distribute
2022-06-15 07:00:00,BMO,REFI,Chicago Atlantic Real Estate Finance Increases Quarterly Common Stock Dividend by 17.5% for the Second Quarter of 2022,https://www.stockwatch.com/News/Item?bid=U-z8572452-U:REFI-20220615&symbol=REFI&region=U&hitwords=dividend+per+share
2022-06-15 16:01:00,AMC,AFCG,AFC Gamma Increases Dividend For Fourth Consecutive Quarter,https://www.stockwatch.com/News/Item?bid=U-z8572937-U:AFCG-20220615&symbol=AFCG&region=U&hitwords=dividend
2022-06-15 06:45:00,BMO,STOR,STORE Capital Declares Second Quarter 2022 Dividend,https://www.stockwatch.com/News/Item?bid=U-b20220614005876-U:STOR-20220615&symbol=STOR&region=U&hitwords=per+dividend+share
2022-06-15 08:00:00,BMO,PGRE,Paramount Declares Regular Quarterly Dividend,https://www.stockwatch.com/News/Item?bid=U-b20220615005027-U:PGRE-20220615&symbol=PGRE&region=U&hitwords=share+per+dividend
2022-06-15 09:00:00,BMO,RLJ,RLJ Lodging Trust Announces Dividends for Second Quarter of 2022,https://www.stockwatch.com/News/Item?bid=U-b20220615005086-U:RLJ-20220615&symbol=RLJ&region=U&hitwords=dividend+dividends
2022-06-15 16:15:00,AMC,CPT,Camden Property Trust Announces Second Quarter 2022 Dividend,https://www.stockwatch.com/News/Item?bid=U-b20220615005258-U:CPT-20220615&symbol=CPT&region=U&hitwords=share+dividend+per
2022-06-15 16:15:00,AMC,BRMK,Broadmark Realty Capital Declares Monthly Dividend for June 2022,https://www.stockwatch.com/News/Item?bid=U-b20220615005800-U:BRMK-20220615&symbol=BRMK&region=U&hitwords=share+per+dividend
2022-06-15 16:15:00,AMC,MITT,"AG Mortgage Investment Trust, Inc. Announces Second Quarter 2022 Common Dividend of $0.21 per Share",https://www.stockwatch.com/News/Item?bid=U-b20220615005933-U:MITT-20220615&symbol=MITT&region=U&hitwords=per+dividend+share
2022-06-15 15:49:00,DAY,IEX,IDEX Corporation Declare Regular Quarterly Cash Dividend,https://www.stockwatch.com/News/Item?bid=U-b20220615006064-U:IEX-20220615&symbol=IEX&region=U&hitwords=dividend
2022-06-15 16:37:00,AMC,CMTG,"Claros Mortgage Trust, Inc. Declares Common Stock Dividend",https://www.stockwatch.com/News/Item?bid=U-b20220615006090-U:CMTG-20220615&symbol=CMTG&region=U&hitwords=share+per+dividend
2022-06-15 17:00:00,AMC,ANDHF,Andlauer Healthcare Announces Second Quarter Dividend,https://www.stockwatch.com/News/Item?bid=U-C0645-U:ANDHF-20220615&symbol=ANDHF&region=U&hitwords=dividend+distribution
2022-06-15 07:00:00,BMO,PEB,Pebblebrook Hotel Trust Declares Dividends for Second Quarter 2022,https://www.stockwatch.com/News/Item?bid=U-b20220615005149-U:PEB-20220615&symbol=PEB&region=U&hitwords=dividends+dividend
2022-06-15 16:05:00,AMC,CLDT,Chatham Lodging Announces Preferred Dividend,https://www.stockwatch.com/News/Item?bid=U-b20220615005987-U:CLDT-20220615&symbol=CLDT&region=U&hitwords=per+share+dividend
2022-06-15 08:00:00,BMO,NXST,Nexstar and altafiber Reach Comprehensive Multi-Year Distribution Agreement,https://www.stockwatch.com/News/Item?bid=U-b20220615005126-U:NXST-20220615&symbol=NXST&region=U&hitwords=distribution+distributes
2022-06-15 08:30:00,BMO,QNRX,Quoin Pharmaceuticals Announces Licensing and Distribution Agreement with Leading Rare Disease Company for Greater China,https://www.stockwatch.com/News/Item?bid=U-z8572471-U:QNRX-20220615&symbol=QNRX&region=U&hitwords=distribution
2022-06-15 16:20:00,AMC,JPM,JPMorgan Chase Declares Preferred Stock Dividends,https://www.stockwatch.com/News/Item?bid=U-b20220615005960-U:JPM-20220615&symbol=JPM&region=U&hitwords=dividends
2022-06-15 16:05:00,AMC,TFII,TFI International Declares Quarterly Dividend,https://www.stockwatch.com/News/Item?bid=U-z8572972-U:TFII-20220615&symbol=TFII&region=U&hitwords=dividend
